label,region,treatment
Tomato__Tomato_YellowLeaf__Curl_Virus,Iran,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل مگس‌سفید: «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر یا «تیامِتوکسام ۲۵٪ WG» دوز: ۰.۲۵–۰.۳ گرم/لیتر. تکرار: ۱۰–۱۴ روز. استفاده از توری حشره‌گیر و مالچ بازتابنده.
Tomato__Tomato_YellowLeaf__Curl_Virus,Oman,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل مگس‌سفید: «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر یا «تیامِتوکسام ۲۵٪ WG» دوز: ۰.۲۵–۰.۳ گرم/لیتر. تکرار: ۱۰–۱۴ روز. استفاده از توری حشره‌گیر و مالچ بازتابنده.
Tomato__Tomato_YellowLeaf__Curl_Virus,India,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل مگس‌سفید: «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر یا «تیامِتوکسام ۲۵٪ WG» دوز: ۰.۲۵–۰.۳ گرم/لیتر. تکرار: ۱۰–۱۴ روز. استفاده از توری حشره‌گیر و مالچ بازتابنده.
Tomato__Tomato_YellowLeaf__Curl_Virus,Iran,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل مگس‌سفید: «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر یا «تیامِتوکسام ۲۵٪ WG» دوز: ۰.۲۵–۰.۳ گرم/لیتر. تکرار: ۱۰–۱۴ روز. استفاده از توری حشره‌گیر و مالچ بازتابنده.
Tomato__Tomato_YellowLeaf__Curl_Virus,Oman,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل مگس‌سفید: «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر یا «تیامِتوکسام ۲۵٪ WG» دوز: ۰.۲۵–۰.۳ گرم/لیتر. تکرار: ۱۰–۱۴ روز. استفاده از توری حشره‌گیر و مالچ بازتابنده.
Tomato__Tomato_YellowLeaf__Curl_Virus,India,حذف گیاهان آلوده، ضدعفونی ابزار، کاشت ارقام مقاوم، کنترل ناقلین. کنترل مگس‌سفید: «ایمیداکلوپراید ۳۵٪ SC» دوز: ۰.۵ میلی‌لیتر/لیتر یا «تیامِتوکسام ۲۵٪ WG» دوز: ۰.۲۵–۰.۳ گرم/لیتر. تکرار: ۱۰–۱۴ روز. استفاده از توری حشره‌گیر و مالچ بازتابنده.
Tomato_Bacterial_spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Tomato_Bacterial_spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Tomato_Bacterial_spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Tomato_Bacterial_spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Tomato_Bacterial_spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Tomato_Bacterial_spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Tomato_Bacterial_spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Tomato_Bacterial_spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Tomato_Bacterial_spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Tomato_Bacterial_spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Tomato_Bacterial_spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Tomato_Bacterial_spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Tomato_Bacterial_spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Tomato_Bacterial_spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Tomato_Bacterial_spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Tomato_Bacterial_spot,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Tomato_Bacterial_spot,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Tomato_Bacterial_spot,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «کوپر اکسی کلراید ۳۵٪ WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: هر ۷ روز. دوره مصرف: ۱۴ روز. در صورت فشار بیماری، مخلوط با «مانکوزب ۸۰٪ WP» (۲ گرم/لیتر).
Tomato_Early_blight,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «مانکوزب ۸۰٪ WP». دوز: ۲–۲.۵ گرم در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «دیفناکونازول ۱۰٪ EC» (۰.۳ میلی‌لیتر/لیتر).
Tomato_Early_blight,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «مانکوزب ۸۰٪ WP». دوز: ۲–۲.۵ گرم در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «دیفناکونازول ۱۰٪ EC» (۰.۳ میلی‌لیتر/لیتر).
Tomato_Early_blight,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «مانکوزب ۸۰٪ WP». دوز: ۲–۲.۵ گرم در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «دیفناکونازول ۱۰٪ EC» (۰.۳ میلی‌لیتر/لیتر).
Tomato_Early_blight,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «مانکوزب ۸۰٪ WP». دوز: ۲–۲.۵ گرم در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «دیفناکونازول ۱۰٪ EC» (۰.۳ میلی‌لیتر/لیتر).
Tomato_Early_blight,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «مانکوزب ۸۰٪ WP». دوز: ۲–۲.۵ گرم در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «دیفناکونازول ۱۰٪ EC» (۰.۳ میلی‌لیتر/لیتر).
Tomato_Early_blight,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «مانکوزب ۸۰٪ WP». دوز: ۲–۲.۵ گرم در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «دیفناکونازول ۱۰٪ EC» (۰.۳ میلی‌لیتر/لیتر).
Tomato_Early_blight,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «مانکوزب ۸۰٪ WP». دوز: ۲–۲.۵ گرم در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «دیفناکونازول ۱۰٪ EC» (۰.۳ میلی‌لیتر/لیتر).
Tomato_Early_blight,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «مانکوزب ۸۰٪ WP». دوز: ۲–۲.۵ گرم در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «دیفناکونازول ۱۰٪ EC» (۰.۳ میلی‌لیتر/لیتر).
Tomato_Early_blight,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «مانکوزب ۸۰٪ WP». دوز: ۲–۲.۵ گرم در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «دیفناکونازول ۱۰٪ EC» (۰.۳ میلی‌لیتر/لیتر).
Tomato_Early_blight,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «مانکوزب ۸۰٪ WP». دوز: ۲–۲.۵ گرم در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «دیفناکونازول ۱۰٪ EC» (۰.۳ میلی‌لیتر/لیتر).
Tomato_Early_blight,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «مانکوزب ۸۰٪ WP». دوز: ۲–۲.۵ گرم در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «دیفناکونازول ۱۰٪ EC» (۰.۳ میلی‌لیتر/لیتر).
Tomato_Early_blight,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «مانکوزب ۸۰٪ WP». دوز: ۲–۲.۵ گرم در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «دیفناکونازول ۱۰٪ EC» (۰.۳ میلی‌لیتر/لیتر).
Tomato_Early_blight,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «مانکوزب ۸۰٪ WP». دوز: ۲–۲.۵ گرم در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «دیفناکونازول ۱۰٪ EC» (۰.۳ میلی‌لیتر/لیتر).
Tomato_Early_blight,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «مانکوزب ۸۰٪ WP». دوز: ۲–۲.۵ گرم در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «دیفناکونازول ۱۰٪ EC» (۰.۳ میلی‌لیتر/لیتر).
Tomato_Early_blight,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «مانکوزب ۸۰٪ WP». دوز: ۲–۲.۵ گرم در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «دیفناکونازول ۱۰٪ EC» (۰.۳ میلی‌لیتر/لیتر).
Tomato_Early_blight,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «مانکوزب ۸۰٪ WP». دوز: ۲–۲.۵ گرم در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «دیفناکونازول ۱۰٪ EC» (۰.۳ میلی‌لیتر/لیتر).
Tomato_Early_blight,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «مانکوزب ۸۰٪ WP». دوز: ۲–۲.۵ گرم در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «دیفناکونازول ۱۰٪ EC» (۰.۳ میلی‌لیتر/لیتر).
Tomato_Early_blight,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «مانکوزب ۸۰٪ WP». دوز: ۲–۲.۵ گرم در لیتر آب. فاصله تکرار: ۷–۱۰ روز. دوره مصرف: ۱۴ روز. در تناوب با «دیفناکونازول ۱۰٪ EC» (۰.۳ میلی‌لیتر/لیتر).
Tomato_healthy,Iran,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,Oman,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,India,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,Iran,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,Oman,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,India,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,Iran,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,Oman,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,India,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,Iran,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,Oman,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,India,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,Iran,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,Oman,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,India,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,Iran,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,Oman,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_healthy,India,گیاه سالم است؛ نیازی به مصرف سم نیست. پایش هفتگی، تغذیه متعادل و آبیاری منظم انجام شود.
Tomato_Late_blight,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,Iran,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,Oman,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
Tomato_Late_blight,India,حذف برگ‌ها/گیاهان آلوده، بهبود تهویه، آبیاری از سطح خاک و نه روی برگ‌ها، تناوب زراعی. دارو: «سیموکسانیل + مانکوزب WP». دوز: ۲ گرم در لیتر آب. فاصله تکرار: ۵–۷ روز. دوره مصرف: ۱۴ روز. در فشار بالا از «متالاکسیل-ام + مانکوزب» طبق برچسب استفاده شود.
